"timestamp","sensor","temp","regen","windGe","pm25"
"2022-03-16 13:00:00","218",22.7863888888888889,0E-20,2.0983333333333333,20.1454444444444444
"2022-03-16 13:00:00","215",22.7863888888888889,0E-20,2.0983333333333333,17.4998913043478261
"2022-03-16 13:00:00","216",22.7863888888888889,0E-20,2.0983333333333333,19.7459782608695652
"2022-03-16 13:00:00","DEUS",22.7863888888888889,0E-20,2.0983333333333333,19.1331182795698925
"2022-03-16 14:00:00","DEUS",24.0751666666666667,0E-20,2.3585000000000000,22.1773626373626374
"2022-03-16 14:00:00","218",24.0751666666666667,0E-20,2.3585000000000000,24.0962222222222222
"2022-03-16 14:00:00","215",24.0751666666666667,0E-20,2.3585000000000000,21.4873913043478261
"2022-03-16 14:00:00","216",24.0751666666666667,0E-20,2.3585000000000000,22.3103260869565217
"2022-03-16 15:00:00","DEUS",22.1706666666666667,0E-20,2.3468333333333333,26.5882417582417582
"2022-03-16 15:00:00","216",22.1706666666666667,0E-20,2.3468333333333333,25.1120652173913043
"2022-03-16 15:00:00","215",22.1706666666666667,0E-20,2.3468333333333333,25.3910989010989011
"2022-03-16 15:00:00","218",22.1706666666666667,0E-20,2.3468333333333333,27.7413483146067416
"2022-03-16 16:00:00","216",20.8335000000000000,0E-20,2.4970000000000000,25.8610989010989011
"2022-03-16 16:00:00","218",20.8335000000000000,0E-20,2.4970000000000000,28.6964634146341463
"2022-03-16 16:00:00","DEUS",20.8335000000000000,0E-20,2.4970000000000000,23.7080219780219780
"2022-03-16 16:00:00","215",20.8335000000000000,0E-20,2.4970000000000000,24.9781111111111111
"2022-03-16 17:00:00","DEUS",19.7058333333333333,0E-20,1.9565000000000000,25.4600000000000000
"2022-03-16 17:00:00","218",19.7058333333333333,0E-20,1.9565000000000000,32.7859036144578313
"2022-03-16 17:00:00","215",19.7058333333333333,0E-20,1.9565000000000000,29.0766666666666667
"2022-03-16 17:00:00","216",19.7058333333333333,0E-20,1.9565000000000000,29.7541758241758242
"2022-03-16 18:00:00","DEUS",16.8145000000000000,0E-20,1.3686666666666667,30.2991208791208791
"2022-03-16 18:00:00","218",16.8145000000000000,0E-20,1.3686666666666667,36.1353932584269663
"2022-03-16 18:00:00","215",16.8145000000000000,0E-20,1.3686666666666667,32.4840659340659341
"2022-03-16 18:00:00","216",16.8145000000000000,0E-20,1.3686666666666667,32.5906451612903226
"2022-03-16 19:00:00","218",15.3123333333333333,0E-20,1.4813333333333333,39.7841758241758242
"2022-03-16 19:00:00","215",15.3123333333333333,0E-20,1.4813333333333333,36.4752688172043011
"2022-03-16 19:00:00","DEUS",15.3123333333333333,0E-20,1.4813333333333333,33.2084782608695652
"2022-03-16 19:00:00","216",15.3123333333333333,0E-20,1.4813333333333333,35.9179120879120879
"2022-03-16 20:00:00","216",14.0713333333333333,0E-20,1.6445000000000000,37.5525000000000000
"2022-03-16 20:00:00","DEUS",14.0713333333333333,0E-20,1.6445000000000000,35.4400000000000000
"2022-03-16 20:00:00","215",14.0713333333333333,0E-20,1.6445000000000000,37.7656666666666667
"2022-03-16 20:00:00","218",14.0713333333333333,0E-20,1.6445000000000000,41.5738750000000000
"2022-03-16 21:00:00","DEUS",13.6971666666666667,0E-20,1.2428333333333333,35.8179120879120879
"2022-03-16 21:00:00","216",13.6971666666666667,0E-20,1.2428333333333333,36.5332608695652174
"2022-03-16 21:00:00","218",13.6971666666666667,0E-20,1.2428333333333333,40.5000000000000000
"2022-03-16 21:00:00","215",13.6971666666666667,0E-20,1.2428333333333333,36.8931521739130435
"2022-03-16 22:00:00","218",13.3985000000000000,0E-20,1.2121666666666667,41.5562222222222222
"2022-03-16 22:00:00","215",13.3985000000000000,0E-20,1.2121666666666667,37.9232967032967033
"2022-03-16 22:00:00","DEUS",13.3985000000000000,0E-20,1.2121666666666667,36.6251648351648352
"2022-03-16 22:00:00","216",13.3985000000000000,0E-20,1.2121666666666667,37.0445054945054945
"2022-03-16 23:00:00","218",13.1111666666666667,0E-20,1.3406666666666667,42.1995555555555556
"2022-03-16 23:00:00","215",13.1111666666666667,0E-20,1.3406666666666667,38.4428888888888889
"2022-03-16 23:00:00","216",13.1111666666666667,0E-20,1.3406666666666667,37.9844565217391304
"2022-03-16 23:00:00","DEUS",13.1111666666666667,0E-20,1.3406666666666667,37.2360869565217391
"2022-03-17 00:00:00","215",13.0288333333333333,0E-20,1.3761666666666667,38.7773333333333333
"2022-03-17 00:00:00","216",13.0288333333333333,0E-20,1.3761666666666667,38.2954166666666667
"2022-03-17 00:00:00","218",13.0288333333333333,0E-20,1.3761666666666667,42.3921428571428571
"2022-03-17 00:00:00","DEUS",13.0288333333333333,0E-20,1.3761666666666667,36.5052631578947368
"2022-03-17 01:00:00","218",13.0278333333333333,0E-20,1.0325000000000000,44.3791208791208791
"2022-03-17 01:00:00","216",13.0278333333333333,0E-20,1.0325000000000000,39.5993478260869565
"2022-03-17 01:00:00","DEUS",13.0278333333333333,0E-20,1.0325000000000000,37.8858241758241758
"2022-03-17 01:00:00","215",13.0278333333333333,0E-20,1.0325000000000000,40.8364130434782609
"2022-03-17 02:00:00","DEUS",12.4340000000000000,0E-20,1.1533333333333333,41.5376666666666667
"2022-03-17 02:00:00","216",12.4340000000000000,0E-20,1.1533333333333333,42.0097826086956522
"2022-03-17 02:00:00","218",12.4340000000000000,0E-20,1.1533333333333333,46.5540449438202247
"2022-03-17 02:00:00","215",12.4340000000000000,0E-20,1.1533333333333333,43.4420879120879121
